DEBUG firesimulator.FireSimulatorWrapper : Starting Connection from firesimulator.FireSimulatorWrapper. Registry: Kernel local registry
DEBUG firesimulator.FireSimulatorWrapper : Instantiating random number generator: org.uncommons.maths.random.MersenneTwisterRNG
DEBUG firesimulator.FireSimulatorWrapper : Using seed 8754487
INFO firesimulator.FireSimulatorWrapper : firesimulator.FireSimulatorWrapper@142b0bb1 connected
DEBUG firesimulator.FireSimulatorWrapper : Re-indexing world model
DEBUG firesimulator.FireSimulatorWrapper : Finished re-index. Took 79ms
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.store
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.virtual
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.host
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.port
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.setup
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.csetup
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.ray_rate' to '0.0025'
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.help
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.cell_size' to '5000'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.max_ray_distance' to '200000'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.energy_loss' to '0.86'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.air_to_air_flow' to '1.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.air_to_building_flow' to '0.0015'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.air_cell_heat_capacity' to '0.004'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wooden_capacity' to '1.1'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wooden_energy' to '2400.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wooden_ignition' to '47.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wooden_burning' to '800.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wooden_speed' to '0.05'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.steel_capacity' to '1.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.steel_energy' to '800.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.steel_ignition' to '47.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.steel_burning' to '850.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.steel_speed' to '0.05'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.concrete_capacity' to '1.5'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.concrete_energy' to '350.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.concrete_ignition' to '47.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.concrete_burning' to '800.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.concrete_speed' to '0.05'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.max_extinguish_power_sum' to '3000'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.water_refill_rate' to '2500'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.water_hydrant_refill_rate' to '400'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.water_capacity' to '15000'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.water_thermal_capacity' to '20'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.water_distance' to '50000'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.radiation_coefficient' to '0.011'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wind_speed' to '0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wind_direction' to '100.0'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.wind_random' to '1'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.randomseed' to '23'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'random.seed' to '8754487'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.refuge_inflammable' to 'false'
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.fire_station_inflammable
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.police_office_inflammable
DEBUG firesimulator.FireSimulatorWrapper : Ignoring property resq-fire.ambulance_center_inflammable
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.gamma' to '0.2'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.rays.dir' to 'rays'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.burn-rate-average' to '0.15'
DEBUG firesimulator.FireSimulatorWrapper : Setting 'resq-fire.burn-rate-variance' to '0.02'
INFO firesimulator.world.World : World initialising
DEBUG firesimulator.world.Building : Initialised building 18435: ground area = 23.0, floors = 1, volume = 69.0, initial fuel = 165600.0, energy capacity = 75.9
DEBUG firesimulator.world.Building : Initialised building 18489: ground area = 62.0, floors = 1, volume = 186.0, initial fuel = 446400.0, energy capacity = 204.6
DEBUG firesimulator.world.Building : Initialised building 22586: ground area = 45.0, floors = 1, volume = 135.0, initial fuel = 324000.0, energy capacity = 148.5
DEBUG firesimulator.world.Building : Initialised building 20540: ground area = 93.0, floors = 1, volume = 279.0, initial fuel = 669600.0, energy capacity = 306.9
DEBUG firesimulator.world.Building : Initialised building 29757: ground area = 32.0, floors = 1, volume = 96.0, initial fuel = 230400.0, energy capacity = 105.600006
DEBUG firesimulator.world.Building : Initialised building 24639: ground area = 109.0, floors = 1, volume = 327.0, initial fuel = 784800.0, energy capacity = 359.7
DEBUG firesimulator.world.Building : Initialised building 10305: ground area = 101.0, floors = 1, volume = 303.0, initial fuel = 727200.0, energy capacity = 333.30002
DEBUG firesimulator.world.Building : Initialised building 11329: ground area = 42.0, floors = 1, volume = 126.0, initial fuel = 302400.0, energy capacity = 138.6
DEBUG firesimulator.world.Building : Initialised building 17474: ground area = 50.0, floors = 1, volume = 150.0, initial fuel = 360000.0, energy capacity = 165.0
DEBUG firesimulator.world.Building : Initialised building 27716: ground area = 66.0, floors = 1, volume = 198.0, initial fuel = 475200.0, energy capacity = 217.8
DEBUG firesimulator.world.Building : Initialised building 14405: ground area = 56.0, floors = 1, volume = 168.0, initial fuel = 403200.0, energy capacity = 184.8
DEBUG firesimulator.world.Building : Initialised building 32838: ground area = 42.0, floors = 1, volume = 126.0, initial fuel = 302400.0, energy capacity = 138.6
DEBUG firesimulator.world.Building : Initialised building 23626: ground area = 144.0, floors = 1, volume = 432.0, initial fuel = 1036800.0, energy capacity = 475.2
DEBUG firesimulator.world.Building : Initialised building 32846: ground area = 43.0, floors = 1, volume = 129.0, initial fuel = 309600.0, energy capacity = 141.90001
DEBUG firesimulator.world.Building : Initialised building 16464: ground area = 41.0, floors = 1, volume = 123.0, initial fuel = 295200.0, energy capacity = 135.3
DEBUG firesimulator.world.Building : Initialised building 25680: ground area = 95.0, floors = 1, volume = 285.0, initial fuel = 684000.0, energy capacity = 313.5
DEBUG firesimulator.world.Building : Initialised building 26704: ground area = 90.0, floors = 1, volume = 270.0, initial fuel = 648000.0, energy capacity = 297.0
DEBUG firesimulator.world.Building : Initialised building 28754: ground area = 121.0, floors = 1, volume = 363.0, initial fuel = 871200.0, energy capacity = 399.30002
DEBUG firesimulator.world.Building : Initialised building 32850: ground area = 55.0, floors = 1, volume = 165.0, initial fuel = 396000.0, energy capacity = 181.5
DEBUG firesimulator.world.Building : Initialised building 21587: ground area = 98.0, floors = 1, volume = 294.0, initial fuel = 705600.0, energy capacity = 323.4
DEBUG firesimulator.world.Building : Initialised building 18516: ground area = 38.0, floors = 1, volume = 114.0, initial fuel = 273600.0, energy capacity = 125.4
DEBUG firesimulator.world.Building : Initialised building 22613: ground area = 92.0, floors = 1, volume = 276.0, initial fuel = 662400.0, energy capacity = 303.6
DEBUG firesimulator.world.Building : Initialised building 19544: ground area = 66.0, floors = 1, volume = 198.0, initial fuel = 475200.0, energy capacity = 217.8
DEBUG firesimulator.world.Building : Initialised building 12377: ground area = 263.0, floors = 1, volume = 789.0, initial fuel = 1893600.0, energy capacity = 867.9
DEBUG firesimulator.world.Building : Initialised building 13401: ground area = 85.0, floors = 1, volume = 255.0, initial fuel = 612000.0, energy capacity = 280.5
DEBUG firesimulator.world.Building : Initialised building 29785: ground area = 96.0, floors = 1, volume = 288.0, initial fuel = 691200.0, energy capacity = 316.80002
DEBUG firesimulator.world.Building : Initialised building 20570: ground area = 122.0, floors = 1, volume = 366.0, initial fuel = 878400.0, energy capacity = 402.6
DEBUG firesimulator.world.Building : Initialised building 24666: ground area = 42.0, floors = 1, volume = 126.0, initial fuel = 302400.0, energy capacity = 138.6
DEBUG firesimulator.world.Building : Initialised building 11356: ground area = 36.0, floors = 1, volume = 108.0, initial fuel = 259200.0, energy capacity = 118.8
DEBUG firesimulator.world.Building : Initialised building 33885: ground area = 36.0, floors = 1, volume = 108.0, initial fuel = 259200.0, energy capacity = 118.8
DEBUG firesimulator.world.Building : Initialised building 17502: ground area = 64.0, floors = 1, volume = 192.0, initial fuel = 460800.0, energy capacity = 211.20001
DEBUG firesimulator.world.Building : Initialised building 27743: ground area = 93.0, floors = 1, volume = 279.0, initial fuel = 669600.0, energy capacity = 306.9
DEBUG firesimulator.world.Building : Initialised building 10336: ground area = 72.0, floors = 1, volume = 216.0, initial fuel = 518400.0, energy capacity = 237.6
DEBUG firesimulator.world.Building : Initialised building 14432: ground area = 103.0, floors = 1, volume = 309.0, initial fuel = 741600.0, energy capacity = 339.9
DEBUG firesimulator.world.Building : Initialised building 15463: ground area = 53.0, floors = 1, volume = 159.0, initial fuel = 381600.0, energy capacity = 174.90001
DEBUG firesimulator.world.Building : Initialised building 16491: ground area = 89.0, floors = 1, volume = 267.0, initial fuel = 640800.0, energy capacity = 293.7
DEBUG firesimulator.world.Building : Initialised building 25707: ground area = 101.0, floors = 1, volume = 303.0, initial fuel = 727200.0, energy capacity = 333.30002
DEBUG firesimulator.world.Building : Initialised building 26731: ground area = 102.0, floors = 1, volume = 306.0, initial fuel = 734400.0, energy capacity = 336.6
DEBUG firesimulator.world.Building : Initialised building 21614: ground area = 5.0, floors = 1, volume = 15.0, initial fuel = 36000.0, energy capacity = 16.5
DEBUG firesimulator.world.Building : Initialised building 22640: ground area = 9.0, floors = 1, volume = 27.0, initial fuel = 64800.0, energy capacity = 29.7
DEBUG firesimulator.world.Building : Initialised building 33906: ground area = 29.0, floors = 1, volume = 87.0, initial fuel = 208800.0, energy capacity = 95.700005
DEBUG firesimulator.world.Building : Initialised building 19571: ground area = 75.0, floors = 1, volume = 225.0, initial fuel = 540000.0, energy capacity = 247.5
DEBUG firesimulator.world.Building : Initialised building 29812: ground area = 51.0, floors = 1, volume = 153.0, initial fuel = 367200.0, energy capacity = 168.3
DEBUG firesimulator.world.Building : Initialised building 18548: ground area = 245.0, floors = 1, volume = 735.0, initial fuel = 1764000.0, energy capacity = 808.5
DEBUG firesimulator.world.Building : Initialised building 20597: ground area = 51.0, floors = 1, volume = 153.0, initial fuel = 367200.0, energy capacity = 168.3
DEBUG firesimulator.world.Building : Initialised building 24694: ground area = 44.0, floors = 1, volume = 132.0, initial fuel = 316800.0, energy capacity = 145.2
DEBUG firesimulator.world.Building : Initialised building 11383: ground area = 115.0, floors = 1, volume = 345.0, initial fuel = 828000.0, energy capacity = 379.5
DEBUG firesimulator.world.Building : Initialised building 10362: ground area = 164.0, floors = 1, volume = 492.0, initial fuel = 1180800.0, energy capacity = 541.2
DEBUG firesimulator.world.Building : Initialised building 14459: ground area = 281.0, floors = 1, volume = 843.0, initial fuel = 2023200.0, energy capacity = 927.30005
DEBUG firesimulator.world.Building : Initialised building 27774: ground area = 91.0, floors = 1, volume = 273.0, initial fuel = 655200.0, energy capacity = 300.30002
DEBUG firesimulator.world.Building : Initialised building 23679: ground area = 77.0, floors = 1, volume = 231.0, initial fuel = 554400.0, energy capacity = 254.1
DEBUG firesimulator.world.Building : Initialised building 15491: ground area = 73.0, floors = 1, volume = 219.0, initial fuel = 525600.0, energy capacity = 240.90001
DEBUG firesimulator.world.Building : Initialised building 18565: ground area = 52.0, floors = 1, volume = 156.0, initial fuel = 374400.0, energy capacity = 171.6
DEBUG firesimulator.world.Building : Initialised building 30853: ground area = 76.0, floors = 1, volume = 228.0, initial fuel = 547200.0, energy capacity = 250.8
DEBUG firesimulator.world.Building : Initialised building 16518: ground area = 95.0, floors = 1, volume = 285.0, initial fuel = 684000.0, energy capacity = 313.5
DEBUG firesimulator.world.Building : Initialised building 21641: ground area = 26.0, floors = 1, volume = 78.0, initial fuel = 187200.0, energy capacity = 85.8
DEBUG firesimulator.world.Building : Initialised building 25738: ground area = 82.0, floors = 1, volume = 246.0, initial fuel = 590400.0, energy capacity = 270.6
DEBUG firesimulator.world.Building : Initialised building 26762: ground area = 28.0, floors = 1, volume = 84.0, initial fuel = 201600.0, energy capacity = 92.4
DEBUG firesimulator.world.Building : Initialised building 28812: ground area = 109.0, floors = 1, volume = 327.0, initial fuel = 784800.0, energy capacity = 359.7
DEBUG firesimulator.world.Building : Initialised building 13454: ground area = 40.0, floors = 1, volume = 120.0, initial fuel = 288000.0, energy capacity = 132.0
DEBUG firesimulator.world.Building : Initialised building 22670: ground area = 2077.0, floors = 1, volume = 6231.0, initial fuel = 1.49544E7, energy capacity = 6854.1
DEBUG firesimulator.world.Building : Initialised building 19598: ground area = 64.0, floors = 1, volume = 192.0, initial fuel = 460800.0, energy capacity = 211.20001
DEBUG firesimulator.world.Building : Initialised building 29839: ground area = 62.0, floors = 1, volume = 186.0, initial fuel = 446400.0, energy capacity = 204.6
DEBUG firesimulator.world.Building : Initialised building 11410: ground area = 29.0, floors = 1, volume = 87.0, initial fuel = 208800.0, energy capacity = 95.700005
DEBUG firesimulator.world.Building : Initialised building 17556: ground area = 80.0, floors = 1, volume = 240.0, initial fuel = 576000.0, energy capacity = 264.0
DEBUG firesimulator.world.Building : Initialised building 24725: ground area = 152.0, floors = 1, volume = 456.0, initial fuel = 1094400.0, energy capacity = 501.6
DEBUG firesimulator.world.Building : Initialised building 10389: ground area = 230.0, floors = 1, volume = 690.0, initial fuel = 1656000.0, energy capacity = 759.0
DEBUG firesimulator.world.Building : Initialised building 30869: ground area = 47.0, floors = 1, volume = 141.0, initial fuel = 338400.0, energy capacity = 155.1
DEBUG firesimulator.world.Building : Initialised building 14486: ground area = 257.0, floors = 1, volume = 771.0, initial fuel = 1850400.0, energy capacity = 848.10004
DEBUG firesimulator.world.Building : Initialised building 33944: ground area = 35.0, floors = 1, volume = 105.0, initial fuel = 252000.0, energy capacity = 115.5
DEBUG firesimulator.world.Building : Initialised building 27801: ground area = 39.0, floors = 1, volume = 117.0, initial fuel = 280800.0, energy capacity = 128.7
DEBUG firesimulator.world.Building : Initialised building 23706: ground area = 41.0, floors = 1, volume = 123.0, initial fuel = 295200.0, energy capacity = 135.3
DEBUG firesimulator.world.Building : Initialised building 12443: ground area = 56.0, floors = 1, volume = 168.0, initial fuel = 403200.0, energy capacity = 184.8
DEBUG firesimulator.world.Building : Initialised building 18591: ground area = 30.0, floors = 1, volume = 90.0, initial fuel = 216000.0, energy capacity = 99.0
DEBUG firesimulator.world.Building : Initialised building 16545: ground area = 32.0, floors = 1, volume = 96.0, initial fuel = 230400.0, energy capacity = 105.600006
DEBUG firesimulator.world.Building : Initialised building 32930: ground area = 43.0, floors = 1, volume = 129.0, initial fuel = 309600.0, energy capacity = 141.90001
DEBUG firesimulator.world.Building : Initialised building 32931: ground area = 27.0, floors = 1, volume = 81.0, initial fuel = 194400.0, energy capacity = 89.1
DEBUG firesimulator.world.Building : Initialised building 27812: ground area = 97.0, floors = 1, volume = 291.0, initial fuel = 698400.0, energy capacity = 320.1
DEBUG firesimulator.world.Building : Initialised building 25765: ground area = 31.0, floors = 1, volume = 93.0, initial fuel = 223200.0, energy capacity = 102.3
DEBUG firesimulator.world.Building : Initialised building 26789: ground area = 59.0, floors = 1, volume = 177.0, initial fuel = 424800.0, energy capacity = 194.7
DEBUG firesimulator.world.Building : Initialised building 28839: ground area = 209.0, floors = 1, volume = 627.0, initial fuel = 1504800.0, energy capacity = 689.7
DEBUG firesimulator.world.Building : Initialised building 21671: ground area = 77.0, floors = 1, volume = 231.0, initial fuel = 554400.0, energy capacity = 254.1
DEBUG firesimulator.world.Building : Initialised building 13481: ground area = 39.0, floors = 1, volume = 117.0, initial fuel = 280800.0, energy capacity = 128.7
DEBUG firesimulator.world.Building : Initialised building 22697: ground area = 84.0, floors = 1, volume = 252.0, initial fuel = 604800.0, energy capacity = 277.2
DEBUG firesimulator.world.Building : Initialised building 19625: ground area = 88.0, floors = 1, volume = 264.0, initial fuel = 633600.0, energy capacity = 290.4
DEBUG firesimulator.world.Building : Initialised building 20651: ground area = 40.0, floors = 1, volume = 120.0, initial fuel = 288000.0, energy capacity = 132.0
DEBUG firesimulator.world.Building : Initialised building 29867: ground area = 33.0, floors = 1, volume = 99.0, initial fuel = 237600.0, energy capacity = 108.9
